item,label,date,platforms,countryOfOrigin,mobygames_id
http://www.wikidata.org/entity/Q1428892,Flip & Flop,1983,"Commodore 64,Atari 8-bit family",United States of America,46765
http://www.wikidata.org/entity/Q5451737,Firebirds,1983,ZX Spectrum,United Kingdom,74171
http://www.wikidata.org/entity/Q57649998,Buzzard Bait,1983,"Dragon 32/64,TRS-80 Color Computer",,24192
http://www.wikidata.org/entity/Q108884617,Cosmic Commando,1983,"Commodore 64,Commodore VIC-20,Commodore 16 and Plus/4",,67833
http://www.wikidata.org/entity/Q2686630,G.I. Joe: Cobra Strike,1983,Atari 2600,United States of America,9959
http://www.wikidata.org/entity/Q50100143,Robin Hood,1983,"Commodore 64,Atari 2600,Commodore VIC-20,ColecoVision",,16020
http://www.wikidata.org/entity/Q56739622,Spare Change,1983,"Commodore 64,Atari 8-bit family,Apple II",,19084
http://www.wikidata.org/entity/Q14249608,Quintic Warrior,1983,Commodore 64,,70145
http://www.wikidata.org/entity/Q16968947,Sword of Saros,1983,Atari 2600,United States of America,28537
http://www.wikidata.org/entity/Q2039462,Vegas Jackpot,1983,Commodore 64,,49795
http://www.wikidata.org/entity/Q3680674,Cliff Hanger,1983,arcade video game machine,"Japan,United States of America",64312
http://www.wikidata.org/entity/Q5979465,I Want My Mommy,1983,Atari 2600,,54654
http://www.wikidata.org/entity/Q11340534,M.A.C.H. 3,1983,arcade video game machine,United States of America,83705
http://www.wikidata.org/entity/Q25399901,First Steps with the Mr. Men,1983,"ZX Spectrum,Commodore 64",,83511
http://www.wikidata.org/entity/Q9197263,Cybotron,1983,,England,69699
http://www.wikidata.org/entity/Q25400673,Geopolitique 1990,1983,Commodore 64,United States of America,57855
http://www.wikidata.org/entity/Q66318446,Gamma-Attack,1983,Atari 2600,,33488
http://www.wikidata.org/entity/Q111589840,Le vampire fou,1983,Apple II,France,47771
http://www.wikidata.org/entity/Q570485,Ant Attack,1983,"ZX Spectrum,Commodore 64",United Kingdom,15142
http://www.wikidata.org/entity/Q3491151,Sorcerer's Apprentice,1983,Atari 2600,United States of America,16668
http://www.wikidata.org/entity/Q6929139,Mr. Robot and His Robot Factory,1983,"Microsoft Windows,Commodore 64,Atari 8-bit family,NEC PC-8800 series,FM-7,Apple II",United States of America,19515
http://www.wikidata.org/entity/Q6839173,Micro Mouse Goes Debugging,1983,ZX Spectrum,United Kingdom,66504
http://www.wikidata.org/entity/Q3280555,Major Havoc,1983,arcade video game machine,United States of America,67945
http://www.wikidata.org/entity/Q6730768,Magic Meanies,1983,ZX Spectrum,United Kingdom,47936
http://www.wikidata.org/entity/Q30694052,Apocalypse: The Game of Nuclear Devastation,1983,"ZX Spectrum,BBC Micro",United Kingdom,66384
http://www.wikidata.org/entity/Q2214754,Keystone Kapers,1983,"Atari 2600,Atari 5200,MSX,ColecoVision",United States of America,9475
http://www.wikidata.org/entity/Q3520211,Jack Attack,1983,"Commodore 64,Commodore 16",United States of America,15743
http://www.wikidata.org/entity/Q47495873,Denis Through the Drinking Glass,1983,"ZX Spectrum,Commodore 64",,17072
http://www.wikidata.org/entity/Q5282090,Discs of Tron,1983,"Xbox 360,Commodore 64,Game Boy Advance,arcade video game machine",United States of America,33984
http://www.wikidata.org/entity/Q4940404,Bomb Alley,1983,Apple II,United States of America,51024
http://www.wikidata.org/entity/Q3388260,Pig Mock,1983,MSX,,127559
http://www.wikidata.org/entity/Q11372574,Gomoku Narabe Renju,1983,Nintendo Entertainment System,Japan,45711
http://www.wikidata.org/entity/Q7575307,Spectrum Safari,1983,ZX Spectrum,United Kingdom,66286
http://www.wikidata.org/entity/Q123684374,Run for the Money,1983,"MS-DOS,Commodore 64,Atari 8-bit family,Apple II,Classic Mac OS",United States of America,83034
http://www.wikidata.org/entity/Q3277744,Mahjong,1983,Family Computer Disk System,Japan,47961
http://www.wikidata.org/entity/Q2706987,Q2706987,1983,Commodore 64,,69211
http://www.wikidata.org/entity/Q1976440,Pharaoh's Curse,1983,"Commodore 64,Atari 8-bit family,Commodore VIC-20",United States of America,31887
http://www.wikidata.org/entity/Q40450941,Confrontation,1983,ZX Spectrum,,53401
http://www.wikidata.org/entity/Q89037132,Up Up and Away,1983,"Commodore 64,Atari 8-bit family",,57859
http://www.wikidata.org/entity/Q5215764,Dandy,1983,Atari 8-bit family,United States of America,30189
http://www.wikidata.org/entity/Q5287428,Doctor Who: The First Adventure,1983,BBC Micro,United Kingdom,47240
http://www.wikidata.org/entity/Q59780675,Microbe,1983,BBC Micro,,72034
http://www.wikidata.org/entity/Q2625997,Hunchback,1983,"ZX Spectrum,Commodore 64,Amstrad CPC,MSX,Commodore VIC-20,Dragon 32/64","France,United Kingdom",23031
http://www.wikidata.org/entity/Q106981935,Quest Adventure,1983,ZX Spectrum,,80959
http://www.wikidata.org/entity/Q7207609,Pogo Joe,1983,"Commodore 64,Atari 8-bit family",United States of America,52960
http://www.wikidata.org/entity/Q126176172,Kagirinaki Tatakai,1983,Sharp X1,Japan,55866
http://www.wikidata.org/entity/Q126368193,Rug Rats,1983,"arcade video game machine,PlayStation 4,Nintendo Switch",,147916
http://www.wikidata.org/entity/Q16551076,Q16551076,1983,Commodore 64,,50937
http://www.wikidata.org/entity/Q5419358,Excalibur,1983,Atari 8-bit family,United States of America,57795
http://www.wikidata.org/entity/Q10856177,Nobunaga's Ambition,1983,Microsoft Windows,,123738
http://www.wikidata.org/entity/Q97669943,Depth Charge,1983,Commodore 64,,69748
http://www.wikidata.org/entity/Q2115615,Galaxions,1983,Commodore 64,England,"67901,69891"
http://www.wikidata.org/entity/Q7187967,Phozon,1983,"iOS,arcade video game machine",Japan,76911
http://www.wikidata.org/entity/Q7809745,Titan Empire,1983,Apple II,United States of America,64988
http://www.wikidata.org/entity/Q97627809,Close Assault,1983,"Atari 8-bit family,TRS-80 Model I,Apple II",United States of America,51293
http://www.wikidata.org/entity/Q29951651,Ringside Seat,1983,Commodore 64,United States of America,51276
http://www.wikidata.org/entity/Q5167070,Cookie,1983,"ZX Spectrum,Xbox 360",United Kingdom,68741
http://www.wikidata.org/entity/Q6895679,Molar Maul,1983,"Microsoft Windows,ZX Spectrum",United Kingdom,48309
http://www.wikidata.org/entity/Q27058678,Mad Planets,1983,arcade video game machine,United States of America,68804
http://www.wikidata.org/entity/Q4595885,1K ZX Chess,1983,Sinclair ZX81,United Kingdom,56582
http://www.wikidata.org/entity/Q5192208,Cube Quest,1983,arcade video game machine,United States of America,82890
http://www.wikidata.org/entity/Q5174072,Cosmic Guerilla,1983,ZX Spectrum,Japan,74799
http://www.wikidata.org/entity/Q1923635,Nam,1983,"Commodore 64,Apple II,Atari 400,Atari 800",,43506
http://www.wikidata.org/entity/Q56033866,Pinball Spectacular,1983,Commodore 64,,72061
http://www.wikidata.org/entity/Q3218834,Winged Warlords,1983,ZX Spectrum,United Kingdom,80575
http://www.wikidata.org/entity/Q7672566,TX-1,1983,,Japan,68257
http://www.wikidata.org/entity/Q2079413,MotoRace USA,1983,"Nintendo Entertainment System,arcade video game machine,SG-1000,PlayStation 4,Nintendo Switch",Japan,44292
http://www.wikidata.org/entity/Q7769898,The Train Game,1983,ZX Spectrum,United Kingdom,79973
http://www.wikidata.org/entity/Q25209571,Wavy Navy,1983,"Commodore 64,Apple II",United States of America,28758
http://www.wikidata.org/entity/Q7100143,Orc Attack,1983,"ZX Spectrum,Commodore 64",United Kingdom,71895
http://www.wikidata.org/entity/Q2247957,Pac & Pal,1983,arcade video game machine,Japan,63659
http://www.wikidata.org/entity/Q102399512,Baron: The Real Estate Simulation,1983,"macOS,Commodore 64,DOS,Apple II series,Atari 8-bit family,Classic Mac OS",,92819
http://www.wikidata.org/entity/Q7427760,Savage Pond,1983,"Commodore 64,Acorn Electron",United Kingdom,53383
http://www.wikidata.org/entity/Q5069976,Champion Baseball,1983,arcade video game machine,Japan,82578
http://www.wikidata.org/entity/Q5477510,Fraction Fever,1983,"ZX Spectrum,TRS-80 Model I,ColecoVision",United States of America,71169
http://www.wikidata.org/entity/Q34664169,Hustler,1983,"ZX Spectrum,Commodore 64,Amstrad CPC,MSX,Commodore 16 and Plus/4",United Kingdom,64105
http://www.wikidata.org/entity/Q103197363,Computer Title Bout,1983,"Commodore 64,Atari 8-bit family",,145002
http://www.wikidata.org/entity/Q6946133,"My Name Is Uncle Groucho, You Win A Fat Cigar",1983,"Microsoft Windows,ZX Spectrum",United Kingdom,79789
http://www.wikidata.org/entity/Q60614728,Defender 64,1983,Commodore 64,,69746
http://www.wikidata.org/entity/Q2737362,Jumpman,"1983,1984","Microsoft Windows,Commodore 64,DOS",United States of America,80
http://www.wikidata.org/entity/Q1197566,Lode Runner,"1983,1984","Android,ZX Spectrum,Commodore 64,Commodore Amiga,Family Computer Disk System,Nintendo DS,DOS,Nintendo Entertainment System,Amstrad CPC,Atari ST,MSX,TurboGrafx-16,SG-1000,Sharp X1,Classic Mac OS",United States of America,243
http://www.wikidata.org/entity/Q109358272,Mouser,"1983,1984","arcade video game machine,MSX,PlayStation 4,Nintendo Switch",,29019
http://www.wikidata.org/entity/Q55342390,Trapfall,"1983,1984","Microsoft Windows,Commodore 64,Dragon 32/64,TRS-80 Color Computer",,24191
http://www.wikidata.org/entity/Q56419610,Death in the Caribbean,"1983,1984","Commodore 64,Apple II",United States of America,12556
http://www.wikidata.org/entity/Q108599286,Zalaga,"1983,1984","Acorn Electron,BBC Micro",,60079
http://www.wikidata.org/entity/Q923826,Bomberman,"1983,1984","ZX Spectrum,MSX,PC-6600 series,NEC PC-8800 series,Sharp MZ-700,FM-7,PC-6000 series,Sony SMC-70,Sharp MZ-2000,Basic Master,Toshiba Pasopia",Japan,72718
http://www.wikidata.org/entity/Q2934092,Zeppelin,"1983,1984","Commodore 64,Atari 8-bit family",,45626
http://www.wikidata.org/entity/Q5420074,Exerion,"1983,1984,1985","Nintendo Entertainment System,arcade video game machine,MSX,SG-1000,PlayStation 4,Nintendo Switch",Japan,19664
http://www.wikidata.org/entity/Q35360635,Q35360635,"1983,1985","Commodore 64,Amstrad CPC",,56191
http://www.wikidata.org/entity/Q2302403,Tag Team Wrestling,"1983,1986","Commodore 64,Nintendo Entertainment System,arcade video game machine",Japan,1397
http://www.wikidata.org/entity/Q1041292,Baseball,"1983,1986","Family Computer Disk System,Nintendo Entertainment System",Japan,4516
http://www.wikidata.org/entity/Q1026656,Donkey Kong Jr. Math,"1983,1986","Wii U,Nintendo Entertainment System",Japan,8152
http://www.wikidata.org/entity/Q1572086,Jr. Pac-Man,"1983,1986,1988","MS-DOS,Commodore 64,arcade video game machine,Atari 2600",United States of America,9065
http://www.wikidata.org/entity/Q5459361,Flightmare,1984,DOS,United States of America,414
http://www.wikidata.org/entity/Q1742194,King's Quest I,1984,"Commodore Amiga,DOS,Sega Master System,Atari ST,Apple IIGS,Classic Mac OS",United States of America,122
http://www.wikidata.org/entity/Q2568153,Raid on Bungeling Bay,1984,"Commodore 64,Nintendo Entertainment System,MSX",United States of America,11506
http://www.wikidata.org/entity/Q3519780,The Ancient Art of War,1984,"Commodore Amiga,DOS,NEC PC-9800 series,Apple II series,Amstrad CPC,Atari ST,Apple IIGS,NEC PC-8800 series,Classic Mac OS",United States of America,23
http://www.wikidata.org/entity/Q7441958,Seastalker,1984,"Commodore 64,Commodore Amiga,DOS,Texas Instruments TI-99/4A,Amstrad CPC,TRS-80 Model I,Atari ST,Classic Mac OS",United States of America,63
http://www.wikidata.org/entity/Q756513,The Hitchhiker's Guide to the Galaxy,1984,"Commodore 64,Commodore Amiga,DOS,CP/M,Atari 8-bit family,Texas Instruments TI-99/4A,Amstrad CPC,Amstrad PCW,TRS-80 Model I,Atari ST,Apricot PC,Apple II,Epson QX-10,Classic Mac OS",United States of America,88
http://www.wikidata.org/entity/Q2735606,Zyll,1984,DOS,United States of America,47
http://www.wikidata.org/entity/Q457957,Impossible Mission,1984,"ZX Spectrum,Commodore 64,Sega Master System,Amstrad CPC,Atari 7800,Oric Atmos",United States of America,11254
http://www.wikidata.org/entity/Q4880481,Begin,1984,DOS,United States of America,34233
http://www.wikidata.org/entity/Q4787334,Archon II: Adept,1984,"ZX Spectrum,Commodore 64,Amstrad CPC",United States of America,10379
http://www.wikidata.org/entity/Q18149270,Cabbage Patch Kids: Adventures in the Park,1984,ColecoVision,,10269
http://www.wikidata.org/entity/Q55639546,Dark Star,1984,ZX Spectrum,United Kingdom,"15050,32414"
http://www.wikidata.org/entity/Q5527458,Gato,1984,"Commodore 64,DOS,Classic Mac OS",United States of America,224
http://www.wikidata.org/entity/Q7353365,Robot Odyssey,1984,Apple II,United States of America,1608
http://www.wikidata.org/entity/Q104653779,Microsoft Flight Simulator 2.0,1984,IBM PC,United States of America,1642
http://www.wikidata.org/entity/Q1781750,Rendezvous with Rama,1984,"Commodore 64,DOS,MSX",United States of America,12339
http://www.wikidata.org/entity/Q2422991,Knight Lore,1984,"ZX Spectrum,Family Computer Disk System,Nintendo Entertainment System,Amstrad CPC,MSX",United Kingdom,14733
http://www.wikidata.org/entity/Q3615219,Ancipital,1984,Commodore 64,,12632
http://www.wikidata.org/entity/Q5410234,Nuts & Milk,1984,"Wii U,Nintendo Entertainment System,MSX",Japan,"14110,66159"
http://www.wikidata.org/entity/Q582642,Marble Madness,1984,"Sega Genesis,ZX Spectrum,Commodore 64,Commodore Amiga,DOS,Nintendo Entertainment System,Game Boy,Sega Master System,Amstrad CPC,Atari ST,Apple IIGS",United States of America,"466,24154,24155"
http://www.wikidata.org/entity/Q2764120,Agent USA,1984,"Commodore 64,DOS,Atari 8-bit family,Apple II",United States of America,8950
http://www.wikidata.org/entity/Q29867396,Computer Diplomacy,1984,"Commodore Amiga,IBM Personal Computer,Atari ST",United States of America,"443,69457"
http://www.wikidata.org/entity/Q29951556,Reforger '88,1984,"Atari 8-bit family,Apple II",United States of America,36238
http://www.wikidata.org/entity/Q7563358,Sorcerer,1984,"Commodore 64,Commodore Amiga,DOS,CP/M,Atari 8-bit family,Texas Instruments TI-99/4A,Amstrad CPC,Amstrad PCW,TRS-80 Model I,Atari ST,Apple II,Classic Mac OS",United States of America,57
http://www.wikidata.org/entity/Q7805506,Timebomb,1984,ZX Spectrum,United Kingdom,64811
http://www.wikidata.org/entity/Q2196555,Imperium Galactum,1984,Commodore 64,United States of America,11017
http://www.wikidata.org/entity/Q3989445,The Staff of Karnath,1984,Commodore 64,United Kingdom,12116
http://www.wikidata.org/entity/Q25409492,Q25409492,1984,"ZX Spectrum,Commodore 64",,12377
http://www.wikidata.org/entity/Q1308062,Suspect,1984,"Commodore 64,Commodore Amiga,DOS,Apple II series,Atari 8-bit family,Amstrad CPC,Amstrad PCW,Atari ST,Classic Mac OS",United States of America,93
http://www.wikidata.org/entity/Q2699231,Music Construction Set,1984,Apple II series,,151
http://www.wikidata.org/entity/Q390291,Donkey Kong 3,1984,"Nintendo Entertainment System,Game & Watch series",Japan,"7338,96730"
http://www.wikidata.org/entity/Q456065,Amazon,1984,"Commodore 64,DOS,MSX,Classic Mac OS",United States of America,6839
http://www.wikidata.org/entity/Q1090190,F-1 Race,1984,"Nintendo Entertainment System,Game Boy",Japan,"5375,45423"
http://www.wikidata.org/entity/Q3488162,Starquake,1984,"ZX Spectrum,Commodore 64,DOS,Amstrad CPC,Atari ST,MSX",United Kingdom,510
http://www.wikidata.org/entity/Q3905849,Pitstop II,1984,"Commodore 64,DOS",United States of America,578
http://www.wikidata.org/entity/Q2731595,Golf,1984,"Family Computer Disk System,Nintendo Entertainment System",Japan,7316
http://www.wikidata.org/entity/Q4639069,4 Nin Uchi Mahjong,1984,Nintendo Entertainment System,Japan,8309
http://www.wikidata.org/entity/Q1422227,H.E.R.O.,1984,"ZX Spectrum,Commodore 64,Atari 2600,Atari 5200,MSX,ColecoVision,SG-1000",United States of America,10150
http://www.wikidata.org/entity/Q1688484,Jet Set Willy,1984,"ZX Spectrum,Commodore 64,Amstrad CPC,Atari ST,MSX,Dragon 32/64",United Kingdom,"45260,14745"
http://www.wikidata.org/entity/Q19580607,Mindshadow,1984,"ZX Spectrum,Commodore 64,Commodore Amiga,Amstrad CPC,Atari ST,Classic Mac OS",United States of America,4519
http://www.wikidata.org/entity/Q668757,Urban Champion,1984,Nintendo Entertainment System,Japan,12035
http://www.wikidata.org/entity/Q3634759,Barbie,1984,Commodore 64,United States of America,31628
http://www.wikidata.org/entity/Q3149987,Incunabula,1984,DOS,United States of America,404
http://www.wikidata.org/entity/Q3417686,Rails West!,1984,Commodore 64,United States of America,43396
http://www.wikidata.org/entity/Q2130865,Questprobe featuring The Hulk,1984,"ZX Spectrum,Commodore 64,BBC Micro",England,1943
http://www.wikidata.org/entity/Q2851830,Questprobe featuring Spider-Man,1984,"ZX Spectrum,Commodore 64,DOS,BBC Micro,Commodore Plus/4,Commodore 16",,1870
http://www.wikidata.org/entity/Q3089333,Fruity Frank,1984,"Amstrad CPC,MSX",United Kingdom,20257
http://www.wikidata.org/entity/Q55815,Elite,1984,"ZX Spectrum,Acorn Archimedes,Commodore 64,Commodore Amiga,DOS,Nintendo Entertainment System,Acorn Electron,Amstrad CPC,Atari ST,BBC Micro,MSX,SAM Coupé,Tatung Einstein,Apple II",United Kingdom,"1324,46533"
http://www.wikidata.org/entity/Q88545,Abyss,1984,"ZX Spectrum,Commodore 64,Commodore Amiga",,15358
http://www.wikidata.org/entity/Q1946230,Montezuma's Revenge,1984,"Microsoft Windows,ZX Spectrum,Commodore 64,DOS,Atari 2600,Atari 5200,ColecoVision",United States of America,1178
http://www.wikidata.org/entity/Q454924,Summer Games,1984,"ZX Spectrum,Commodore 64,Atari 2600,Atari 7800",United States of America,13022
http://www.wikidata.org/entity/Q1979272,Skool Daze,1984,"ZX Spectrum,Commodore 64",United Kingdom,15189
http://www.wikidata.org/entity/Q3201630,L'Aigle d'or,1984,"Amstrad CPC,Thomson MO5,Oric-1",France,60667
http://www.wikidata.org/entity/Q816152,Below the Root,1984,"Commodore 64,DOS,Apple II",United States of America,602
http://www.wikidata.org/entity/Q5502825,Frenzy,1984,"Commodore 64,Acorn Electron,BBC Micro",United Kingdom,57470
http://www.wikidata.org/entity/Q4363544,Alpha Blaster,1984,"MSX,Commodore VIC-20",United Kingdom,19901
http://www.wikidata.org/entity/Q21190127,Automania,1984,"ZX Spectrum,Commodore 64",England,19274
http://www.wikidata.org/entity/Q32860241,Yenght,1984,ZX Spectrum,,19900
http://www.wikidata.org/entity/Q1980593,Road Fighter,1984,"Nintendo Entertainment System,MSX",Japan,19490
http://www.wikidata.org/entity/Q5140155,Codename MAT,1984,"ZX Spectrum,Amstrad CPC",United Kingdom,14744
http://www.wikidata.org/entity/Q5196965,Cutthroats,1984,"Commodore 64,Commodore Amiga,DOS,Atari 8-bit family,Texas Instruments TI-99/4A,Amstrad CPC,TRS-80 Model I,Atari ST,Apple II,Classic Mac OS",United States of America,87
http://www.wikidata.org/entity/Q4042282,Kokotoni Wilf,1984,"ZX Spectrum,Commodore 64,Amstrad CPC",United Kingdom,20200
http://www.wikidata.org/entity/Q3996942,Toy Bizarre,1984,"ZX Spectrum,Commodore 64",,17016
http://www.wikidata.org/entity/Q2552890,Beyond Castle Wolfenstein,1984,"MS-DOS,Commodore 64,Commodore Amiga,DOS,Apple II series,Atari 8-bit family",United States of America,1760
http://www.wikidata.org/entity/Q4944097,Booty,1984,"ZX Spectrum,Commodore 64,Amstrad CPC",United Kingdom,17210
http://www.wikidata.org/entity/Q2107567,Clu Clu Land,1984,"Wii,Wii U,Family Computer Disk System,Nintendo Entertainment System,Game Boy Advance,Nintendo 3DS,Nintendo Switch",Japan,10182
http://www.wikidata.org/entity/Q25387958,Worse Things Happen At Sea,1984,ZX Spectrum,,15154
http://www.wikidata.org/entity/Q114898156,Courageous Perseus,1984,"MSX,NEC PC-8800 series,FM-7,Sharp X1",Japan,127839
http://www.wikidata.org/entity/Q637763,Chaos: The Battle of Wizards,1984,ZX Spectrum,United Kingdom,16724
http://www.wikidata.org/entity/Q2725586,Micro Olympics,1984,"ZX Spectrum,Commodore 64",,16682
http://www.wikidata.org/entity/Q2247942,Gaplus,1984,"Commodore 64,arcade video game machine",Japan,31405
http://www.wikidata.org/entity/Q5231241,The Tower of Druaga,1984,"Wii U,Nintendo Entertainment System,arcade video game machine,MSX",Japan,"19625,28642"
http://www.wikidata.org/entity/Q3047948,SonSon,1984,"Nintendo Entertainment System,arcade video game machine",Japan,24266
http://www.wikidata.org/entity/Q7600714,Star Fleet I: The War Begins,1984,"DOS,Classic Mac OS",United States of America,2580
http://www.wikidata.org/entity/Q38601178,Clear for Action,1984,"Atari 8-bit family,TRS-80 Model I",,29999
http://www.wikidata.org/entity/Q2782563,Zone Ranger,1984,"Commodore 64,Atari 5200",United States of America,11396
http://www.wikidata.org/entity/Q1158003,Dallas Quest,1984,"Commodore 64,Apple II series,Atari 8-bit family,TRS-80 Color Computer",United States of America,22977
http://www.wikidata.org/entity/Q7080494,Oh Mummy,1984,"ZX Spectrum,iOS,Amstrad CPC,MSX",United Kingdom,21573
http://www.wikidata.org/entity/Q1416467,Lazy Jones,1984,"ZX Spectrum,Commodore 64,MSX",United Kingdom,12505
http://www.wikidata.org/entity/Q2353348,Karateka,1984,"Android,Microsoft Windows,ZX Spectrum,iOS,Commodore 64,DOS,Nintendo Entertainment System,Apple II series,Atari 8-bit family,Amstrad CPC,Atari ST,Atari 7800",United States of America,1268
http://www.wikidata.org/entity/Q2125331,Racter,1984,Commodore Amiga,,563
http://www.wikidata.org/entity/Q2001209,Punch-Out!!,1984,arcade video game machine,Japan,64010
http://www.wikidata.org/entity/Q2436793,Olympic skier,1984,Commodore 64,,"71765,68353"
http://www.wikidata.org/entity/Q3905832,Pitfall II: Lost Caverns,1984,"ZX Spectrum,Commodore 64,Atari 2600,Atari 8-bit family,Atari 5200,MSX,ColecoVision,SG-1000",United States of America,6946
http://www.wikidata.org/entity/Q21190255,WitchSwitch,1984,Commodore 64,,67020
http://www.wikidata.org/entity/Q30600454,Reader Rabbit,1984,"Microsoft Windows,Classic Mac OS",United States of America,6818
http://www.wikidata.org/entity/Q55605,Boulder Dash,1984,"Android,ZX Spectrum,iOS,Commodore 64,Commodore Amiga,Nintendo Entertainment System,Game Boy,Apple II series,IBM Personal Computer,Atari 8-bit family,Amstrad CPC,Atari ST,MSX,ColecoVision,FM-7,Windows Phone,Super Cassette Vision",United States of America,4632
http://www.wikidata.org/entity/Q2410147,The Castles of Dr. Creep,1984,"Linux,Microsoft Windows,macOS,Commodore 64",United States of America,34631
http://www.wikidata.org/entity/Q15036744,MicroLeague Baseball,1984,DOS,United States of America,3951
http://www.wikidata.org/entity/Q107162114,Pi-balled,1984,ZX Spectrum,,80300
http://www.wikidata.org/entity/Q55676,Sherlock,1984,"ZX Spectrum,Commodore 64",Australia,16736
http://www.wikidata.org/entity/Q1354234,The Saga of Erik the Viking,1984,"ZX Spectrum,Commodore 64,Amstrad CPC,BBC Micro",United Kingdom,13944
http://www.wikidata.org/entity/Q2435928,Mindwheel,1984,"Commodore 64,Atari ST",United States of America,1373
http://www.wikidata.org/entity/Q7446621,Seicross,1984,"Nintendo Entertainment System,Zilog Z80",Japan,15184
http://www.wikidata.org/entity/Q21028655,Q21028655,1984,"Microsoft Windows,ZX Spectrum",,15165
http://www.wikidata.org/entity/Q602074,Bank Panic,1984,"arcade video game machine,Sega Master System,MSX,SG-1000",Japan,8557
http://www.wikidata.org/entity/Q1748800,Hogan's Alley,1984,Nintendo Entertainment System,Japan,8055
http://www.wikidata.org/entity/Q5505259,Frogger II: ThreeeDeep!,1984,"Commodore 64,Atari 2600,Atari 5200,ColecoVision",United States of America,7265
http://www.wikidata.org/entity/Q5165990,Ghostbusters,1984,"ZX Spectrum,Commodore 64,Nintendo Entertainment System,Apple II series,Atari 2600,Sega Master System,Atari 8-bit family,Amstrad CPC,MSX",United States of America,2619
http://www.wikidata.org/entity/Q5680830,Hat Trick,1984,Commodore 64,United States of America,11243
http://www.wikidata.org/entity/Q2121676,The Dam Busters,1984,"ZX Spectrum,Commodore 64,DOS,Amstrad CPC,MSX,ColecoVision",,9517
http://www.wikidata.org/entity/Q3274457,Sopwith,1984,personal computer,,"1380,1388"
http://www.wikidata.org/entity/Q4852685,Baltic 1985: Corridor to Berlin,1984,Apple II,Australia,13271
http://www.wikidata.org/entity/Q2165659,Test Match + One Day Cricket,1984,Commodore 64,,"18026,48362"
http://www.wikidata.org/entity/Q5190616,Crypt of Medea,1984,Apple II series,United States of America,16189
http://www.wikidata.org/entity/Q366171,Rescue on Fractalus!,1984,"ZX Spectrum,Commodore 64,Amstrad CPC,Atari 5200,Atari 7800",United States of America,11726
http://www.wikidata.org/entity/Q4955790,Brain Strainers,1984,ColecoVision,United States of America,10247
http://www.wikidata.org/entity/Q15036770,Skyfox,1984,"ZX Spectrum,Commodore 64,Classic Mac OS",United States of America,9746
http://www.wikidata.org/entity/Q7317933,Revenge of the Mutant Camels,1984,DOS,United Kingdom,14746
http://www.wikidata.org/entity/Q1081894,Space Ace,1984,"Android,Linux,Microsoft Windows,Sega Genesis,macOS,iOS,Commodore 64,Commodore Amiga,Super Nintendo Entertainment System,Atari ST,Philips CD-i,Apple IIGS",United States of America,"54843,6009"
http://www.wikidata.org/entity/Q1439988,Karate Champ,1984,"iOS,Commodore 64,Family Computer Disk System,Nintendo Entertainment System,arcade video game machine",Japan,7793
http://www.wikidata.org/entity/Q6747654,Mancopter,1984,Commodore 64,United States of America,70541
http://www.wikidata.org/entity/Q6786209,Match Day,1984,"ZX Spectrum,Amstrad CPC",United Kingdom,63642
http://www.wikidata.org/entity/Q5736415,Hercules,1984,ZX Spectrum,United Kingdom,16114
http://www.wikidata.org/entity/Q3784896,Henry's House,1984,Commodore 64,,21385
http://www.wikidata.org/entity/Q4876846,Beast,1984,DOS,United States of America,23540
http://www.wikidata.org/entity/Q3311840,Mickey's Space Adventure,1984,"Commodore 64,DOS,Classic Mac OS",United States of America,7273
http://www.wikidata.org/entity/Q2617004,The Black Onyx,1984,"Nintendo Entertainment System,MSX,SG-1000",Japan,18757
http://www.wikidata.org/entity/Q518468,Revs,1984,"Commodore 64,BBC Micro",United Kingdom,"46536,13341"
http://www.wikidata.org/entity/Q7361149,Rollin,1984,DOS,Germany,4021
http://www.wikidata.org/entity/Q795151,B.C. II: Grog's Revenge,1984,"ZX Spectrum,Commodore 64,MSX,ColecoVision",Canada,10328
http://www.wikidata.org/entity/Q634457,Underwurlde,1984,"ZX Spectrum,Commodore 64",United Kingdom,32218
http://www.wikidata.org/entity/Q2198349,Java Jim in Square Shaped Trouble,1984,"Commodore 64,Atari 8-bit family",,35465
http://www.wikidata.org/entity/Q5375382,Enchanted Scepters,1984,Classic Mac OS,United States of America,29350
http://www.wikidata.org/entity/Q59917393,Sorcerer of Claymorgue Castle,1984,"ZX Spectrum,Commodore 64,Atari 8-bit family,Acorn Electron,Texas Instruments TI-99/4A,TRS-80 Model I,BBC Micro,Commodore 16,Apple II,Dragon 32",,29278
http://www.wikidata.org/entity/Q2306374,Space Taxi,1984,Commodore 64,United States of America,19278
http://www.wikidata.org/entity/Q5715918,Babaliba,1984,ZX Spectrum,Spain,20176
http://www.wikidata.org/entity/Q3060254,Zaga,1984,Commodore 64,Germany,23166
http://www.wikidata.org/entity/Q205508,Ballblazer,1984,"ZX Spectrum,Commodore 64,Nintendo Entertainment System,Amstrad CPC,Atari ST,Atari 5200,Atari 7800,MSX,Apple IIGS,Apple II",United States of America,10471
http://www.wikidata.org/entity/Q1617792,High Noon,1984,Commodore 64,United Kingdom,39651
http://www.wikidata.org/entity/Q2700588,Tennis,1984,"Family Computer Disk System,Nintendo Entertainment System",Japan,4279
