item,label,date,platforms,countryOfOrigin,mobygames_id
http://www.wikidata.org/entity/Q2903758,Billy la Banlieue,1986,Amstrad CPC,France,26742
http://www.wikidata.org/entity/Q11831988,Puszka Pandory,1986,ZX Spectrum,Poland,57088
http://www.wikidata.org/entity/Q56039550,Ark Pandora,1986,Commodore 64,England,66008
http://www.wikidata.org/entity/Q16040540,Knight Rider,1986,"ZX Spectrum,Commodore 64,Amstrad CPC",United Kingdom,48091
http://www.wikidata.org/entity/Q113543434,Game & Watch: Squish,1986,Game & Watch series,Japan,89368
http://www.wikidata.org/entity/Q115617922,Colossus Bridge 4,1986,ZX Spectrum,,57278
http://www.wikidata.org/entity/Q113403448,Ski Crazed,1986,Apple II series,,60823
http://www.wikidata.org/entity/Q101427225,Tales of the Cat,1986,Commodore 64,,38571
http://www.wikidata.org/entity/Q21813724,Iwo Jima,1986,"ZX Spectrum,Commodore 64",United Kingdom,57875
http://www.wikidata.org/entity/Q6940166,Musashi no Ken – Tadaima Shugyō Chū,1986,Nintendo Entertainment System,Japan,53849
http://www.wikidata.org/entity/Q50827695,Rasputin,1986,"ZX Spectrum,Commodore 64",,48203
http://www.wikidata.org/entity/Q15036799,Obsidian,1986,Amstrad CPC,United Kingdom,210648
http://www.wikidata.org/entity/Q47527038,The Legend of Sinbad,1986,Commodore 64,,65184
http://www.wikidata.org/entity/Q25396413,The Double,1986,"ZX Spectrum,Commodore 64,Atari ST",,60677
http://www.wikidata.org/entity/Q7862685,Tōkaidō Gojūsan-tsugi,1986,Nintendo Entertainment System,Japan,52433
http://www.wikidata.org/entity/Q21051319,Q21051319,1986,Commodore 64,,82963
http://www.wikidata.org/entity/Q2110492,Penguin Adventure,1986,"Wii U,MSX",Japan,18977
http://www.wikidata.org/entity/Q5883093,Hollywood or Bust,1986,"Commodore 64,Amstrad CPC",United Kingdom,65457
http://www.wikidata.org/entity/Q3965791,Space Hunter,1986,Nintendo Entertainment System,Japan,54896
http://www.wikidata.org/entity/Q2437898,Phantomas 2 for SNES,1986,"ZX Spectrum,Commodore 64,Amstrad CPC",,19887
http://www.wikidata.org/entity/Q21463365,Mermaid Madness,1986,"Commodore 64,Amstrad CPC",United Kingdom,53058
http://www.wikidata.org/entity/Q3612528,Alleykat,1986,Commodore 64,England,35967
http://www.wikidata.org/entity/Q10958136,Mr. Goemon,1986,"Microsoft Windows,Xbox 360,PlayStation 4",Japan,74966
http://www.wikidata.org/entity/Q5373990,Empire!,1986,"ZX Spectrum,Amstrad CPC",United Kingdom,161446
http://www.wikidata.org/entity/Q7164991,Pentagram,1986,"ZX Spectrum,MSX",United Kingdom,73429
http://www.wikidata.org/entity/Q20973586,Rogue Trooper,1986,"ZX Spectrum,Commodore 64,Amstrad CPC",,52696
http://www.wikidata.org/entity/Q2042803,Roadwar 2000,"1986,1987","Commodore 64,Commodore Amiga,DOS,Atari ST,Apple IIGS",United States of America,1728
http://www.wikidata.org/entity/Q2262487,Aliens: The Computer Game,"1986,1987","ZX Spectrum,Commodore 64,Amstrad CPC",United Kingdom,10461
http://www.wikidata.org/entity/Q56986706,Cobra,"1986,1987","ZX Spectrum,Commodore 64,Amstrad CPC",United Kingdom,"19024,57802,59192"
http://www.wikidata.org/entity/Q6842713,Midnight Magic,"1986,1987",Atari 2600,United States of America,19099
http://www.wikidata.org/entity/Q5741898,Camelot Warriors,"1986,1987","ZX Spectrum,Commodore 64,Amstrad CPC",Spain,14335
http://www.wikidata.org/entity/Q55637376,Wanderer,"1986,1987","Commodore Amiga,Sinclair QL,Atari ST",France,53126
http://www.wikidata.org/entity/Q4959236,BreakThru,"1986,1987","Microsoft Windows,ZX Spectrum,Commodore 64,Nintendo Entertainment System,arcade video game machine,Amstrad CPC",,16638
http://www.wikidata.org/entity/Q6872454,Miracle Warriors: Seal of the Dark Lord,"1986,1987,1988","Nintendo Entertainment System,Sega Master System,MSX,NEC PC-8800 series,FM-7,Sharp X1,MSX 2",Japan,15931
http://www.wikidata.org/entity/Q2530723,Metroid,"1986,1987,1988","Family Computer Disk System,Nintendo Entertainment System,Game Boy Advance",Japan,7303
http://www.wikidata.org/entity/Q3569964,Stadium Events,"1986,1987,1988",Nintendo Entertainment System,Japan,19066
http://www.wikidata.org/entity/Q843485,Dark Castle,"1986,1987,1989","Sega Genesis,iOS,Commodore 64,Commodore Amiga,DOS,Atari ST,Philips CD-i,Apple IIGS,Classic Mac OS",United States of America,110
http://www.wikidata.org/entity/Q340141,Ace of Aces,"1986,1988","ZX Spectrum,Commodore 64,DOS,Sega Master System,Amstrad CPC,Atari 7800,MSX",Canada,10090
http://www.wikidata.org/entity/Q117460682,Intrigue!,"1986,1988","Commodore 64,Commodore 128,Apple II",United States of America,16466
http://www.wikidata.org/entity/Q90990,Championship Sprint,"1986,1988","PlayStation 3,ZX Spectrum,Commodore 64,Xbox,PlayStation Portable,Amstrad CPC",,9229
http://www.wikidata.org/entity/Q88240,720°,"1986,1988","ZX Spectrum,Commodore 64,Nintendo Entertainment System,Game Boy Color,Amstrad CPC",United States of America,10257
http://www.wikidata.org/entity/Q99730,Dan Dare: Pilot of the Future,"1986,1988","ZX Spectrum,Commodore 64,Amstrad CPC",United Kingdom,"13238,77284,70786"
http://www.wikidata.org/entity/Q2786897,Victory Road,"1986,1988","ZX Spectrum,Commodore 64,Commodore Amiga,Nintendo Entertainment System,Amstrad CPC,Atari ST",Japan,7124
http://www.wikidata.org/entity/Q7818702,Tombs & Treasure,"1986,1988","Microsoft Windows,Nintendo Entertainment System,NEC PC-9800 series,Sega Saturn,NEC PC-8800 series,FM-7,Sharp X1,MSX 2",Japan,"12811,51402"
http://www.wikidata.org/entity/Q3483118,Side Arms Hyper Dyne,"1986,1989","PlayStation 3,ZX Spectrum,Commodore 64,DOS,Amstrad CPC,TurboGrafx-16",Japan,"16078,49263"
http://www.wikidata.org/entity/Q2746198,Rolling Thunder,"1986,1989","ZX Spectrum,Commodore 64,Commodore Amiga,Nintendo Entertainment System,arcade video game machine,Amstrad CPC,Atari ST",Japan,7373
http://www.wikidata.org/entity/Q2411036,Action Fighter,"1986,1989","ZX Spectrum,Commodore 64,Commodore Amiga,Sega Master System,Amstrad CPC,Atari ST,Sega System 16",Japan,8921
http://www.wikidata.org/entity/Q25409308,Dandy,"1986,1989","ZX Spectrum,Commodore 64,Amstrad CPC",,30160
http://www.wikidata.org/entity/Q2069574,Super Hang-On,1987,"ZX Spectrum,Mac OS operating systems,Commodore 64,Commodore Amiga,Game Boy Advance,arcade video game machine,Amstrad CPC,Atari ST,Classic Mac OS",Japan,3343
http://www.wikidata.org/entity/Q2828258,Airball,1987,"Commodore Amiga,DOS,Atari 8-bit family,Atari ST,Dragon 32/64,Apple IIGS",United Kingdom,44
http://www.wikidata.org/entity/Q3274225,Mach 3,1987,"ZX Spectrum,DOS",France,249
http://www.wikidata.org/entity/Q3815431,The King of Chicago,1987,"DOS,Apple IIGS,Classic Mac OS",United States of America,26
http://www.wikidata.org/entity/Q88855,California Games,1987,"Microsoft Windows,Sega Genesis,ZX Spectrum,iOS,Commodore 64,Commodore Amiga,DOS,Nintendo Entertainment System,Atari 2600,Sega Master System,Amstrad CPC,Atari ST,Atari Lynx,MSX,Apple IIGS",United States of America,1823
http://www.wikidata.org/entity/Q388929,After Burner,1987,"Sega Master System,Sega X Board",Japan,1424
http://www.wikidata.org/entity/Q441629,The Faery Tale Adventure,1987,"Sega Genesis,Commodore 64,Commodore Amiga,DOS",United States of America,1644
http://www.wikidata.org/entity/Q455853,Amaurote,1987,"ZX Spectrum,Commodore 64,Amstrad CPC,MSX",United Kingdom,14889
http://www.wikidata.org/entity/Q6422256,Knight Orc,1987,"ZX Spectrum,Commodore 64,DOS,Amstrad CPC,MSX,Classic Mac OS",United Kingdom,1292
http://www.wikidata.org/entity/Q8028764,Wizardry IV: The Return of Werdna,1987,"DOS,NEC PC-9800 series,Apple II series,NEC PC-8800 series,FM-7,Sharp X1",United States of America,1272
http://www.wikidata.org/entity/Q8071917,Zillion II,1987,Sega Master System,Japan,13747
http://www.wikidata.org/entity/Q3519781,The Ancient Art of War at Sea,1987,"DOS,Classic Mac OS",United States of America,188
http://www.wikidata.org/entity/Q5256222,Demon Stalkers,1987,"Commodore 64,DOS",Australia,1353
http://www.wikidata.org/entity/Q45307749,Plasmatron,1987,Commodore 64,,24927
http://www.wikidata.org/entity/Q537381,Shadowgate,1987,"Microsoft Windows,macOS,Commodore Amiga,DOS,Nintendo Entertainment System,Atari ST,Philips CD-i,Apple IIGS,Classic Mac OS",United States of America,1070
http://www.wikidata.org/entity/Q2312762,Dragon Quest II,1987,"Android,iOS,Nintendo Entertainment System,Super Nintendo Entertainment System,MSX",Japan,"8075,69623"
http://www.wikidata.org/entity/Q2412633,The Lurking Horror,1987,"Commodore 64,Commodore Amiga,DOS,Atari 8-bit family,Amstrad CPC,Amstrad PCW,Atari ST,Apple II,Classic Mac OS",United States of America,475
http://www.wikidata.org/entity/Q1398972,Faxanadu,1987,Nintendo Entertainment System,Japan,7331
http://www.wikidata.org/entity/Q50379975,Ninja Mission,1987,"Commodore 64,Atari ST",,1050
http://www.wikidata.org/entity/Q1778040,The Great Giana Sisters,1987,"Android,ZX Spectrum,iOS,Commodore 64,Commodore Amiga,Nintendo DS,Amstrad CPC,Atari ST,MSX",Germany,11582
http://www.wikidata.org/entity/Q2459946,Arkanoid: Revenge of Doh,1987,"ZX Spectrum,Commodore 64,Commodore Amiga,DOS,Nintendo Entertainment System,Amstrad CPC,Atari ST,MSX,Apple IIGS",Japan,1088
http://www.wikidata.org/entity/Q2732169,Test Drive,1987,"Commodore 64,Commodore Amiga,DOS,Amstrad CPC,Atari ST",,107
http://www.wikidata.org/entity/Q3965804,Space Quest II,1987,"Microsoft Windows,Commodore Amiga,DOS,Atari ST,Apple IIGS,Classic Mac OS",United States of America,128
http://www.wikidata.org/entity/Q5554520,Getsu Fūma Den,1987,Nintendo Entertainment System,Japan,13471
http://www.wikidata.org/entity/Q3167680,Fire Power,1987,"Commodore 64,Commodore Amiga,DOS,Apple IIGS",United States of America,1640
http://www.wikidata.org/entity/Q3392005,Platoon,1987,"ZX Spectrum,Commodore 64,Commodore Amiga,DOS,Nintendo Entertainment System,Atari ST",United Kingdom,1615
http://www.wikidata.org/entity/Q2163504,Bad Street Brawler,1987,"Commodore 64,Commodore Amiga,DOS,Nintendo Entertainment System",Australia,291
http://www.wikidata.org/entity/Q6517317,Legacy of the Ancients,1987,"Commodore 64,Apple II",United States of America,3106
http://www.wikidata.org/entity/Q6552947,Metal Gear,1987,"PlayStation 3,Xbox 360,Commodore 64,DOS,Nintendo Entertainment System,Nintendo GameCube,PlayStation Vita,MSX 2",Japan,3092
http://www.wikidata.org/entity/Q78921605,Q78921605,1987,"DOS,Amstrad CPC",France,32007
http://www.wikidata.org/entity/Q5570188,Global Commander,1987,"ZX Spectrum,Commodore 64,Commodore Amiga,Amstrad CPC,Amstrad PCW,Atari ST",United Kingdom,10805
http://www.wikidata.org/entity/Q1158763,Rastan,1987,"ZX Spectrum,Commodore 64,arcade video game machine,Sega Master System,Amstrad CPC,Motorola 68000,Game Gear,Apple IIGS",Japan,1883
http://www.wikidata.org/entity/Q7616411,Stifflip & Co.,1987,"ZX Spectrum,Commodore 64,Amstrad CPC",United Kingdom,17437
http://www.wikidata.org/entity/Q2117391,The Last Ninja,1987,"Acorn Archimedes,Commodore 64,DOS,Nintendo Entertainment System,Apple IIGS",United Kingdom,1423
http://www.wikidata.org/entity/Q7769089,The Three Stooges,1987,"Nintendo Entertainment System,Game Boy Advance,Apple IIGS",United States of America,27
http://www.wikidata.org/entity/Q2679454,Spore,1987,"ZX Spectrum,Commodore 64",United Kingdom,53187
http://www.wikidata.org/entity/Q7604356,Stationfall,1987,"Commodore 64,Commodore Amiga,DOS,Apple II series,Amstrad CPC,Classic Mac OS",United States of America,478
http://www.wikidata.org/entity/Q17190863,Genghis Khan,1987,"Microsoft Windows,Commodore Amiga,DOS,Nintendo Entertainment System,NEC PC-9800 series,NEC PC-8800 series,Sharp X68000,FM-7,Sharp X1",Japan,1926
http://www.wikidata.org/entity/Q124360979,Majō Densetsu II: Daimashikyō Galious,1987,Nintendo Entertainment System,,141683
http://www.wikidata.org/entity/Q1984503,Airborne Ranger,1987,"ZX Spectrum,Commodore 64,DOS,Amstrad CPC",United States of America,1297
http://www.wikidata.org/entity/Q3530595,Jinxter,1987,"ZX Spectrum,Acorn Archimedes,Commodore 64,Commodore Amiga,DOS,Amstrad CPC,Amstrad PCW,Atari ST,Classic Mac OS",United Kingdom,1291
http://www.wikidata.org/entity/Q3907264,Police Quest: In Pursuit of the Death Angel,1987,"Microsoft Windows,Commodore Amiga,DOS,Atari ST,Apple IIGS",United States of America,"146,2031"
http://www.wikidata.org/entity/Q4051276,The Seven Spirits of Ra,1987,DOS,United States of America,1285
http://www.wikidata.org/entity/Q612088,Barbarian,1987,"ZX Spectrum,MS-DOS,Commodore 64,Commodore Amiga,DOS,Amstrad CPC,Atari ST,MSX",United Kingdom,253
http://www.wikidata.org/entity/Q2788891,Mortville Manor,1987,"ZX Spectrum,Commodore 64,Commodore Amiga,DOS,Amstrad CPC,Atari ST",France,2504
http://www.wikidata.org/entity/Q1308649,Skate or Die!,1987,"ZX Spectrum,MS-DOS,Commodore 64,Nintendo Entertainment System,Amstrad CPC,Apple IIGS",United States of America,48
http://www.wikidata.org/entity/Q1415970,Final Fantasy,1987,"Android,Wii,PlayStation,iOS,PlayStation Portable,Nintendo Entertainment System,Game Boy Advance,MSX,Windows Phone",Japan,"7313,37334"
http://www.wikidata.org/entity/Q1536551,Nord and Bert Couldn't Make Head or Tail of It,1987,"Commodore 64,Commodore Amiga,DOS,Atari ST,Apple II,Classic Mac OS",United States of America,472
http://www.wikidata.org/entity/Q3639264,Beyond Zork,1987,"Microsoft Windows,Commodore Amiga,DOS,Atari ST,Commodore 128,Apple IIGS,Classic Mac OS",United States of America,54
http://www.wikidata.org/entity/Q1503511,Street Fighter,1987,"ZX Spectrum,Commodore 64,DOS,arcade video game machine,Amstrad CPC,TurboGrafx-16",Japan,9465
http://www.wikidata.org/entity/Q2556000,Gangster Town,1987,Sega Master System,Japan,8249
http://www.wikidata.org/entity/Q4412717,Mixed-Up Mother Goose,1987,"Commodore Amiga,DOS,Apple IIGS,Classic Mac OS",United States of America,"758,22295,1085"
http://www.wikidata.org/entity/Q105623641,Dirty Pair: Project Eden,1987,Family Computer Disk System,,74198
http://www.wikidata.org/entity/Q25409588,Echelon,1987,"ZX Spectrum,Commodore 64,Amstrad CPC",,424
http://www.wikidata.org/entity/Q29572890,Metropolis,1987,IBM PC compatible,,7100
http://www.wikidata.org/entity/Q849328,Contra,1987,"ZX Spectrum,MS-DOS,Commodore 64,Nintendo Entertainment System,arcade video game machine,Java Platform, Micro Edition,IBM Personal Computer,Amstrad CPC,MSX,BlackBerry OS,Hitachi 6309",Japan,4863
http://www.wikidata.org/entity/Q3851629,Masters of the Universe: The Movie,1987,"ZX Spectrum,Commodore 64,Amstrad CPC,MSX",United Kingdom,45939
http://www.wikidata.org/entity/Q780496,Wonder Boy,1987,"ZX Spectrum,Commodore 64,Amstrad CPC,SG-1000,PlayStation 4",Japan,12585
http://www.wikidata.org/entity/Q4760491,Andy Capp: The Game,1987,"ZX Spectrum,Commodore 64,Amstrad CPC",United Kingdom,12631
http://www.wikidata.org/entity/Q4832934,Aztec Adventure,1987,Sega Master System,Japan,11678
http://www.wikidata.org/entity/Q52361819,Short Circuit,1987,"ZX Spectrum,Commodore 64,Amstrad CPC",United Kingdom,"12629,21253"
http://www.wikidata.org/entity/Q55533,Saboteur II: Avenging Angel,1987,"Microsoft Windows,ZX Spectrum,Commodore 64,DOS,Amstrad CPC,Nintendo Switch",United Kingdom,251
http://www.wikidata.org/entity/Q1493792,The Guild of Thieves,1987,"ZX Spectrum,Acorn Archimedes,Commodore 64,DOS,Amstrad CPC,Amstrad PCW,Classic Mac OS",United Kingdom,1323
http://www.wikidata.org/entity/Q3231455,Saint Seiya : Ougon Densetsu,1987,Nintendo Entertainment System,Japan,13567
http://www.wikidata.org/entity/Q240143,Maniac Mansion,1987,"Microsoft Windows,macOS,Commodore 64,Commodore Amiga,DOS,Nintendo Entertainment System,Apple II series,Atari ST",United States of America,714
http://www.wikidata.org/entity/Q7691633,Team Yankee,1987,"Commodore Amiga,DOS,Atari ST,CDTV",United Kingdom,6240
http://www.wikidata.org/entity/Q1587638,Dungeon Master,1987,"MS-DOS,Commodore Amiga,DOS,Super Nintendo Entertainment System,NEC PC-9800 series,Apple II series,FM Towns,Atari ST,Apple IIGS,Sharp X68000",United States of America,834
http://www.wikidata.org/entity/Q1979518,Jeopardy!,1987,"Commodore 64,Nintendo Entertainment System",,"7202,5955,27969"
http://www.wikidata.org/entity/Q3705215,Delta,1987,"ZX Spectrum,Commodore 64",Finland,14439
http://www.wikidata.org/entity/Q7575926,Spelunker II: Yūsha e no Chōsen,1987,Nintendo Entertainment System,Japan,13585
http://www.wikidata.org/entity/Q1982008,Karnov,1987,"ZX Spectrum,Commodore 64,Nintendo Entertainment System,Amstrad CPC,Classic Mac OS",Japan,77
http://www.wikidata.org/entity/Q5397041,Escape from Singe's Castle,1987,"ZX Spectrum,Commodore 64,DOS,Amstrad CPC,Classic Mac OS",United Kingdom,"4495,52948"
http://www.wikidata.org/entity/Q593241,Ballerburg,1987,Atari ST,Germany,51770
http://www.wikidata.org/entity/Q7558195,Solitaire Royale,1987,"Microsoft Windows,iOS,DOS,Apple IIGS,Classic Mac OS",United States of America,4231
http://www.wikidata.org/entity/Q28746165,World Class Leader Board,1987,"ZX Spectrum,iOS,Commodore 64,Sega Master System,Classic Mac OS",United States of America,448
http://www.wikidata.org/entity/Q15036795,L.A. SWAT,1987,"ZX Spectrum,Amstrad CPC",United States of America,9414
http://www.wikidata.org/entity/Q7734693,The Fool's Errand,1987,"DOS,Classic Mac OS",United States of America,1383
http://www.wikidata.org/entity/Q55668,Nether Earth,1987,"ZX Spectrum,Commodore 64,Amstrad CPC",United Kingdom,45785
http://www.wikidata.org/entity/Q2610582,Indiana Jones in Revenge of the Ancients,1987,"DOS,Classic Mac OS",United States of America,4292
http://www.wikidata.org/entity/Q39072505,Ace 2,1987,"ZX Spectrum,Commodore 64,DOS,Amstrad CPC,Commodore Plus/4",United Kingdom,4337
http://www.wikidata.org/entity/Q102315102,Infiltrator II,1987,"Commodore 64,DOS,Apple II",Canada,3961
http://www.wikidata.org/entity/Q4053562,Zeliard,1987,DOS,Japan,189
http://www.wikidata.org/entity/Q56062977,Alternate Reality: The Dungeon,1987,iOS,United States of America,21129
http://www.wikidata.org/entity/Q4030289,2400 A.D.,1987,DOS,United States of America,1001
http://www.wikidata.org/entity/Q1384124,Exolon,1987,"ZX Spectrum,Commodore 64,Commodore Amiga,Amstrad CPC,Atari ST",United Kingdom,14493
http://www.wikidata.org/entity/Q6684311,Lost Word of Jenny,1987,Nintendo Entertainment System,Japan,60652
http://www.wikidata.org/entity/Q73075764,Trans-Atlantic Balloon Challenge,1987,"ZX Spectrum,Commodore 64",England,63551
http://www.wikidata.org/entity/Q333477,Jaws,1987,Nintendo Entertainment System,Japan,14032
http://www.wikidata.org/entity/Q39089608,Falcon,1987,"Microsoft Windows,Commodore Amiga,Classic Mac OS",United States of America,1627
http://www.wikidata.org/entity/Q2481674,Eden Blues,1987,"Amstrad CPC,Atari ST",France,6267
http://www.wikidata.org/entity/Q3264341,UCM: Ultimate Combat Mission,1987,Commodore 64,,63497
http://www.wikidata.org/entity/Q3925012,Psycho-Nics Oscar,1987,arcade video game machine,,67468
http://www.wikidata.org/entity/Q48771675,Quester,1987,arcade video game machine,Japan,67207
http://www.wikidata.org/entity/Q100152387,Family Feud,1987,"Commodore 64,Apple II series",,6148
http://www.wikidata.org/entity/Q15197255,Sonic Boom,1987,"ZX Spectrum,Commodore 64,Commodore Amiga,arcade video game machine,Amstrad CPC",Japan,18250
http://www.wikidata.org/entity/Q2235655,Feud,1987,"ZX Spectrum,Commodore 64,Commodore Amiga,DOS,Amstrad CPC,MSX",United Kingdom,1648
http://www.wikidata.org/entity/Q2530073,Xenophobe,1987,"ZX Spectrum,Commodore 64,Commodore Amiga,Nintendo Entertainment System,Atari 2600,Amstrad CPC,Atari ST,Atari 7800",United States of America,8255
http://www.wikidata.org/entity/Q5223114,Dark Adventure,1987,arcade video game machine,Japan,71719
http://www.wikidata.org/entity/Q6296588,Slalom,1987,"Nintendo Entertainment System,Nintendo VS. System",United Kingdom,8392
http://www.wikidata.org/entity/Q1142839,Ys I: Ancient Ys Vanished,1987,"Android,Microsoft Windows,PlayStation 2,iOS,Nintendo DS,PlayStation Portable,DOS,Nintendo Entertainment System,NEC PC-9800 series,Sega Saturn,Sega Master System,MSX,TurboGrafx-16,Apple IIGS,NEC PC-8800 series,Sharp X68000,FM-7,Sharp X1,S!Appli,i-αppli",Japan,242
http://www.wikidata.org/entity/Q2096756,Sid Meier's Pirates!,1987,"Linux,Microsoft Windows,Sega Genesis,macOS,iOS,Commodore 64,Commodore Amiga,DOS,Nintendo Entertainment System,Apple II series,Amstrad CPC,Atari ST,Amiga CD32,Apple IIGS,Windows Phone,Classic Mac OS",United States of America,214
http://www.wikidata.org/entity/Q2367736,The Hunt for Red October,1987,"ZX Spectrum,Commodore 64,Commodore Amiga,DOS,Apple II series,Atari ST,MSX,Apple IIGS",United Kingdom,2212
http://www.wikidata.org/entity/Q7537719,Skyfox II: The Cygnus Conflict,1987,"Commodore 64,DOS",United States of America,192
http://www.wikidata.org/entity/Q2845067,Anacreon: Reconstruction 4021,1987,"Microsoft Windows,DOS",United States of America,"17461,6435"
http://www.wikidata.org/entity/Q3851632,Masters of the Universe: The Arcade Game,1987,"ZX Spectrum,Commodore 64,Amstrad CPC",United Kingdom,17241
http://www.wikidata.org/entity/Q19903513,Operation: Cleanstreets,1987,"ZX Spectrum,Commodore 64,Commodore Amiga,IBM Personal Computer,Amstrad CPC,Atari ST",France,15203
http://www.wikidata.org/entity/Q53124832,Sceptre of Bagdad,1987,"ZX Spectrum,Commodore 64",,15097
http://www.wikidata.org/entity/Q490786,Barbarian: The Ultimate Warrior,1987,"ZX Spectrum,Commodore 64,Commodore Amiga,DOS,Amstrad CPC",United Kingdom,1033
http://www.wikidata.org/entity/Q4867646,Basketball Challenge,1987,IBM Personal Computer,United States of America,92802
http://www.wikidata.org/entity/Q16054509,Game & Watch: Bomb Sweeper,1987,Game & Watch series,Japan,90778
http://www.wikidata.org/entity/Q4652331,ALF: The First Adventure,1987,DOS,United States of America,1643
http://www.wikidata.org/entity/Q7747840,The Living Daylights,1987,"ZX Spectrum,Commodore 64,Amstrad CPC",Australia,11689
http://www.wikidata.org/entity/Q2042716,Guerrilla War,1987,"ZX Spectrum,Commodore 64,Commodore Amiga,Nintendo Entertainment System,Amstrad CPC,Atari ST",Japan,1617
http://www.wikidata.org/entity/Q2126415,Game Over II,1987,"ZX Spectrum,Commodore 64,DOS,Amstrad CPC,Atari ST,MSX",,15807
http://www.wikidata.org/entity/Q4686640,Adventures of Dino Riki,1987,Nintendo Entertainment System,Japan,13000
http://www.wikidata.org/entity/Q7748599,The Lost Crown of Queen Anne,1987,DOS,United States of America,12935
http://www.wikidata.org/entity/Q2324945,Roadwar Europa,1987,"Commodore 64,Commodore Amiga,Atari ST",United States of America,2338
http://www.wikidata.org/entity/Q590699,Leisure Suit Larry in the Land of the Lounge Lizards,1987,"Microsoft Windows,MS-DOS,Commodore Amiga,DOS,Apple II series,TRS-80 Model I,Atari ST,Apple IIGS",United States of America,379
http://www.wikidata.org/entity/Q5215030,Dance Aerobics,1987,Nintendo Entertainment System,,32684
http://www.wikidata.org/entity/Q5587732,Gotcha! The Sport!,1987,Nintendo Entertainment System,Japan,31653
http://www.wikidata.org/entity/Q16266764,Earl Weaver Baseball,1987,Commodore Amiga,United States of America,3367
http://www.wikidata.org/entity/Q110737816,President,1987,"ZX Spectrum,Commodore 64,Amstrad CPC",,32020
http://www.wikidata.org/entity/Q445295,Wings of Fury,1987,"Commodore 64,Commodore Amiga,DOS,Game Boy Color,Amstrad CPC",United States of America,2215
http://www.wikidata.org/entity/Q4042340,Krakout,1987,"ZX Spectrum,Commodore 64,Amstrad CPC,MSX",United Kingdom,19415
http://www.wikidata.org/entity/Q5529749,Gee Bee Air Rally,1987,"ZX Spectrum,Commodore 64,Commodore Amiga,Amstrad CPC",United States of America,17356
http://www.wikidata.org/entity/Q98107892,Ford Simulator,1987,DOS,,1073
http://www.wikidata.org/entity/Q288958,Operation Wolf,1987,"ZX Spectrum,Commodore 64,Commodore Amiga,DOS,Nintendo Entertainment System,Sega Master System,Amstrad CPC,Atari ST,MSX,TurboGrafx-16",Japan,3475
http://www.wikidata.org/entity/Q6057997,Into the Eagle's Nest,1987,"ZX Spectrum,Commodore 64,DOS,Amstrad CPC",United Kingdom,294
http://www.wikidata.org/entity/Q335946,MIDI Maze,1987,"Super Nintendo Entertainment System,Game Boy,Atari ST,Game Gear",United States of America,"4584,32387"
http://www.wikidata.org/entity/Q5525479,Gary Lineker's Superstar Soccer,1987,ZX Spectrum,United Kingdom,23904
http://www.wikidata.org/entity/Q8033694,Woody Pop,1987,"Sega Master System,Game Gear",Japan,24560
http://www.wikidata.org/entity/Q6858007,Milk Race,1987,"ZX Spectrum,Commodore 64,Amstrad CPC,MSX",United Kingdom,13130
http://www.wikidata.org/entity/Q7148651,Patton Versus Rommel,1987,"Commodore 64,DOS,Classic Mac OS",United States of America,11854
http://www.wikidata.org/entity/Q11301957,Cocona World,1987,Family Computer Disk System,Japan,132751
http://www.wikidata.org/entity/Q102313872,Deep Space: Operation Copernicus,1987,"Commodore 64,DOS,Apple II",United States of America,11416
http://www.wikidata.org/entity/Q3167449,Flunky,1987,"ZX Spectrum,Amstrad CPC",United Kingdom,26731
http://www.wikidata.org/entity/Q3541168,Trust & Betrayal: The Legacy of Siboot,1987,Classic Mac OS,United States of America,24452
http://www.wikidata.org/entity/Q7732548,The Eternal Dagger,1987,"Commodore 64,Apple II",United States of America,21169
http://www.wikidata.org/entity/Q30325555,Scott Adams Scoops,1987,ZX Spectrum,United States of America,29336
http://www.wikidata.org/entity/Q304643,Bureaucracy,1987,"Commodore Amiga,DOS,Atari ST,Commodore 128,Classic Mac OS",United States of America,474
http://www.wikidata.org/entity/Q6133224,Spiderdroid,1987,Atari 2600,United States of America,41398
http://www.wikidata.org/entity/Q3553822,Valis: The Fantasm Soldier,1987,"Microsoft Windows,Sega Genesis,Nintendo Entertainment System,MSX,TurboGrafx-16,Nintendo Switch",Japan,"6582,44234,17232"
http://www.wikidata.org/entity/Q11283862,Apple Town Monogatari: Little Computer People,1987,Family Computer Disk System,Japan,63719
http://www.wikidata.org/entity/Q11299567,Cleopatra no Mahō,1987,Family Computer Disk System,Japan,61833
http://www.wikidata.org/entity/Q15036796,Martianoids,1987,"ZX Spectrum,Amstrad CPC",United Kingdom,73710
http://www.wikidata.org/entity/Q1804014,Rainbow Islands: The Story of Bubble Bobble 2,1987,"ZX Spectrum,Commodore 64,Commodore Amiga,Nintendo Entertainment System,Amstrad CPC,Atari ST,TurboGrafx-16",Japan,"7695,53053"
http://www.wikidata.org/entity/Q16200106,Asterix and the Magic Carpet,1987,"MS-DOS,Commodore 64,Commodore Amiga,Amstrad CPC,Atari ST",France,7759
http://www.wikidata.org/entity/Q4867628,Basket Master,1987,"ZX Spectrum,Commodore 64,Amstrad CPC,MSX,PC booter",United Kingdom,14279
http://www.wikidata.org/entity/Q15036809,Stormbringer,1987,"ZX Spectrum,Commodore 64,Amstrad CPC,MSX",United Kingdom,15198
